node id|way id
265426898|24425020
265427202|24425020
265427208|24425020
265427206|24425020
265427196|24425020
265427194|24425020
265427200|24425020
265427198|24425020
265427216|24425020
265427215|24425020
265427218|24425020
265427217|24425020
265427211|24425020
265427209|24425020
265427214|24425020
265427213|24425020
265427167|24425020
265427170|24425020
265427171|24425020
265427173|24425020
265427158|24425020
265427160|24425020
265427163|24425020
265427165|24425020
265427185|24425020
265427188|24425020
265427190|24425020
265427192|24425020
265427176|24425020
265427178|24425020
265427180|24425020
265427182|24425020
265427132|24425020
265427130|24425020
265427128|24425020
265427127|24425020
265427140|24425020
265427138|24425020
265427136|24425020
265427134|24425020
265427147|24425020
265427144|24425020
265427143|24425020
265427142|24425020
265427156|24425020
265427154|24425020
265427152|24425020
265427150|24425020
265427102|24425020
265427103|24425020
265427099|24425020
265427100|24425020
265427108|24425020
265427109|24425020
265427105|24425020
265427106|24425020
265427116|24425020
265427118|24425020
265427111|24425020
265427114|24425020
265427123|24425020
265427125|24425020
265427120|24425020
265427121|24425020
265427074|24425020
265427073|24425020
265427077|24425020
265427076|24425020
265427080|24425020
265427079|24425020
265427083|24425020
265427082|24425020
265427086|24425020
265427084|24425020
265427089|24425020
265427087|24425020
265427094|24425020
265427091|24425020
265427097|24425020
265427096|24425020
265427045|24425020
265427047|24425020
265427049|24425020
265427051|24425020
265427052|24425020
265427054|24425020
265427055|24425020
265427057|24425020
265427059|24425020
265427060|24425020
265427062|24425020
265427064|24425020
265427066|24425020
265427068|24425020
265427069|24425020
265427071|24425020
265427041|24425020
265427043|24425020
265427038|24425020
265427040|24425020
265427035|24425020
265427037|24425020
265427032|24425020
265427033|24425020
265427030|24425020
265427031|24425020
265427027|24425020
265427028|24425020
265427025|24425020
265427026|24425020
265427022|24425020
265427023|24425020
265427021|24425020
265427020|24425020
265427018|24425020
265427017|24425020
265427016|24425020
265427014|24425020
265427013|24425020
265427012|24425020
265427010|24425020
265427009|24425020
265427007|24425020
265427006|24425020
265427005|24425020
265427003|24425020
265427002|24425020
265427000|24425020
265426993|24425020
265426995|24425020
265426997|24425020
265426998|24425020
265426989|24425020
265426990|24425020
265426991|24425020
265426992|24425020
265426985|24425020
265426986|24425020
265426987|24425020
265426988|24425020
265426981|24425020
265426982|24425020
265426983|24425020
265426984|24425020
265426978|24425020
265426977|24425020
265426980|24425020
265426979|24425020
265426974|24425020
265426973|24425020
265426976|24425020
265426975|24425020
265426970|24425020
265426969|24425020
265426972|24425020
265426971|24425020
265426966|24425020
265426965|24425020
265426968|24425020
265426967|24425020
265426959|24425020
265426960|24425020
265426957|24425020
265426958|24425020
265426963|24425020
265426964|24425020
265426961|24425020
265426962|24425020
265426951|24425020
265426952|24425020
265426949|24425020
265426950|24425020
265426955|24425020
265426956|24425020
265426953|24425020
265426954|24425020
265426944|24425020
265426943|24425020
265426942|24425020
265426941|24425020
265426948|24425020
265426947|24425020
265426946|24425020
265426945|24425020
265426936|24425020
265426935|24425020
265426934|24425020
265426933|24425020
265426940|24425020
265426939|24425020
265426938|24425020
265426937|24425020
265426925|24425020
265426926|24425020
265426927|24425020
265426928|24425020
265426929|24425020
265426930|24425020
265426931|24425020
265426932|24425020
265426917|24425020
265426918|24425020
265426919|24425020
265426920|24425020
265426921|24425020
265426922|24425020
265426923|24425020
265426924|24425020
265426910|24425020
265426909|24425020
265426912|24425020
265426911|24425020
265426914|24425020
265426913|24425020
265426916|24425020
265426915|24425020
265426902|24425020
265426901|24425020
265426904|24425020
265426903|24425020
265426906|24425020
265426905|24425020
265426908|24425020
265426907|24425020
265426875|24425020
265426874|24425020
265426877|24425020
265426876|24425020
265426871|24425020
265426870|24425020
265426873|24425020
265426872|24425020
265426883|24425020
265426882|24425020
265426885|24425020
265426884|24425020
265426879|24425020
265426878|24425020
265426881|24425020
265426880|24425020
265426890|24425020
265426891|24425020
265426892|24425020
265426893|24425020
265426886|24425020
265426887|24425020
265426888|24425020
265426889|24425020
265426898|24425020
265388580|24426046
265388586|24426046
265388585|24426046
265388584|24426046
265388583|24426046
265388575|24426046
265388573|24426046
265388571|24426046
265388570|24426046
265388579|24426046
265388578|24426046
265388577|24426046
265388576|24426046
265388597|24426046
265388598|24426046
265388595|24426046
265388596|24426046
265388601|24426046
265388602|24426046
265388599|24426046
265388600|24426046
265388589|24426046
265388590|24426046
265388587|24426046
265388588|24426046
265388593|24426046
265388594|24426046
265388591|24426046
265388592|24426046
265389015|24426046
265389016|24426046
265389013|24426046
265389014|24426046
265389011|24426046
265389012|24426046
265389009|24426046
265389010|24426046
265389024|24426046
265389025|24426046
265389022|24426046
265389023|24426046
265389019|24426046
265389021|24426046
265389017|24426046
265389018|24426046
265388995|24426046
265388994|24426046
265388993|24426046
265388992|24426046
265388991|24426046
265388990|24426046
265388989|24426046
265388988|24426046
265389008|24426046
265388580|24426046
265389505|24426502
265389613|24426502
265389612|24426502
265389615|24426502
265389614|24426502
265389617|24426502
265389616|24426502
265389600|24426502
265389598|24426502
265389606|24426502
265389605|24426502
265389608|24426502
265389607|24426502
265389610|24426502
265389609|24426502
265389532|24426502
265389533|24426502
265389530|24426502
265389531|24426502
265389528|24426502
265389529|24426502
265389526|24426502
265389527|24426502
265389524|24426502
265389525|24426502
265389522|24426502
265389523|24426502
265389520|24426502
265389521|24426502
265389518|24426502
265389519|24426502
265389517|24426502
265389514|24426502
265389513|24426502
265389512|24426502
265389511|24426502
265389510|24426502
265389509|24426502
265389508|24426502
265389507|24426502
265389506|24426502
265389505|24426502
265425408|24426636
265425406|24426636
265425405|24426636
265425415|24426636
265425412|24426636
265425411|24426636
265425409|24426636
265425396|24426636
265425397|24426636
265425393|24426636
265425394|24426636
265425402|24426636
265425403|24426636
265425399|24426636
265425400|24426636
265425383|24426636
265425384|24426636
265425379|24426636
265425381|24426636
265425389|24426636
265425391|24426636
265425386|24426636
265425388|24426636
265425473|24426636
265425472|24426636
265425476|24426636
265425475|24426636
265425480|24426636
265425478|24426636
265425483|24426636
265425481|24426636
265425460|24426636
265425458|24426636
265425463|24426636
265425461|24426636
265425467|24426636
265425464|24426636
265425470|24426636
265425469|24426636
265425445|24426636
265425447|24426636
265425449|24426636
265425450|24426636
265425452|24426636
265425453|24426636
265425455|24426636
265425456|24426636
265425433|24426636
265425434|24426636
265425436|24426636
265425438|24426636
265425439|24426636
265425441|24426636
265425442|24426636
265425444|24426636
265425530|24426636
265425529|24426636
265425527|24426636
265425526|24426636
265425524|24426636
265425522|24426636
265425521|24426636
265425519|24426636
265425518|24426636
265425516|24426636
265425408|24426636
347527523|31256584
347543885|31256584
347543884|31256584
347527527|31256584
347527528|31256584
347527529|31256584
347527530|31256584
347527531|31256584
347527532|31256584
347527533|31256584
347527534|31256584
347527535|31256584
347527536|31256584
347527537|31256584
347527538|31256584
347527539|31256584
347527540|31256584
347527541|31256584
347527542|31256584
347527543|31256584
347527544|31256584
347527545|31256584
347527546|31256584
347527547|31256584
347527548|31256584
347527549|31256584
347527550|31256584
347527551|31256584
347527552|31256584
347527553|31256584
347527554|31256584
347527555|31256584
347527556|31256584
347527557|31256584
347527558|31256584
347527559|31256584
347527560|31256584
347527561|31256584
347527562|31256584
347527563|31256584
347527564|31256584
347527565|31256584
347527566|31256584
347527567|31256584
347527568|31256584
347527569|31256584
347527570|31256584
347527571|31256584
347527572|31256584
347527573|31256584
347527574|31256584
347527575|31256584
347527576|31256584
347527577|31256584
347527578|31256584
347527579|31256584
347527580|31256584
347527581|31256584
347527582|31256584
347527583|31256584
347527584|31256584
347527585|31256584
347527586|31256584
347527587|31256584
347527588|31256584
347527589|31256584
347527590|31256584
347527591|31256584
347527592|31256584
347527593|31256584
347527594|31256584
347527595|31256584
347527596|31256584
347527597|31256584
347527598|31256584
347527443|31256584
347527444|31256584
347527445|31256584
347527446|31256584
347527447|31256584
347527448|31256584
347527449|31256584
347527450|31256584
347527451|31256584
347527452|31256584
347527453|31256584
347527454|31256584
347527455|31256584
347527456|31256584
347527457|31256584
347527458|31256584
347527459|31256584
347527460|31256584
347527461|31256584
347527462|31256584
347527463|31256584
347527464|31256584
347527465|31256584
347527466|31256584
347527467|31256584
347527468|31256584
347527469|31256584
347527470|31256584
347527471|31256584
347527472|31256584
347527473|31256584
347527474|31256584
347527475|31256584
347527476|31256584
347527477|31256584
347527478|31256584
347527479|31256584
347527480|31256584
347527481|31256584
347527482|31256584
347527483|31256584
347527484|31256584
347527485|31256584
347527486|31256584
347527487|31256584
347527488|31256584
347527489|31256584
347527490|31256584
347527491|31256584
347527492|31256584
347527493|31256584
347527494|31256584
347527495|31256584
347527496|31256584
347527497|31256584
347527498|31256584
347527499|31256584
347527500|31256584
347527501|31256584
347527502|31256584
347527503|31256584
347527504|31256584
347527505|31256584
347527506|31256584
347527507|31256584
347527508|31256584
347527509|31256584
347527510|31256584
347527511|31256584
347527512|31256584
347527513|31256584
347527514|31256584
347527515|31256584
347527516|31256584
347527517|31256584
347527518|31256584
347527519|31256584
347527520|31256584
347527521|31256584
347527522|31256584
347527523|31256584
347543817|31258000
1883431171|31258000
347543818|31258000
347543819|31258000
347543820|31258000
347543821|31258000
347543822|31258000
347543823|31258000
347543824|31258000
347543825|31258000
347543826|31258000
347543827|31258000
347543828|31258000
347543829|31258000
347543830|31258000
347543831|31258000
347543832|31258000
347543833|31258000
347543834|31258000
347543835|31258000
347543836|31258000
347543837|31258000
347543838|31258000
347543839|31258000
347543840|31258000
347543841|31258000
347543842|31258000
347543843|31258000
347543844|31258000
347543845|31258000
347543846|31258000
347543847|31258000
347543848|31258000
347543849|31258000
347543850|31258000
347543851|31258000
347543852|31258000
347543853|31258000
347543854|31258000
347543855|31258000
1066632339|31258000
347543856|31258000
347543857|31258000
347543858|31258000
347543859|31258000
347543860|31258000
347543861|31258000
347543862|31258000
347543863|31258000
